Index,name,generation,attack,defense,hp,special_attack,special_defense,speed,type_1,type_2,url
818,victreebel,5,105,65,80,100,70,70,grass,poison,https://bulbapedia.bulbagarden.net/wiki/Victreebel_(Pok%C3%A9mon)
819,victreebel,6,105,65,80,100,70,70,grass,poison,https://bulbapedia.bulbagarden.net/wiki/Victreebel_(Pok%C3%A9mon)
820,victreebel,7,105,65,80,100,70,70,grass,poison,https://bulbapedia.bulbagarden.net/wiki/Victreebel_(Pok%C3%A9mon)
821,tentacool,2,40,35,40,50,100,70,water,poison,https://bulbapedia.bulbagarden.net/wiki/Tentacool_(Pok%C3%A9mon)
822,tentacool,3,40,35,40,50,100,70,water,poison,https://bulbapedia.bulbagarden.net/wiki/Tentacool_(Pok%C3%A9mon)
823,tentacool,4,40,35,40,50,100,70,water,poison,https://bulbapedia.bulbagarden.net/wiki/Tentacool_(Pok%C3%A9mon)
824,tentacool,5,40,35,40,50,100,70,water,poison,https://bulbapedia.bulbagarden.net/wiki/Tentacool_(Pok%C3%A9mon)
825,tentacool,6,40,35,40,50,100,70,water,poison,https://bulbapedia.bulbagarden.net/wiki/Tentacool_(Pok%C3%A9mon)
826,tentacool,7,40,35,40,50,100,70,water,poison,https://bulbapedia.bulbagarden.net/wiki/Tentacool_(Pok%C3%A9mon)
827,tentacruel,2,70,65,80,80,120,100,water,poison,https://bulbapedia.bulbagarden.net/wiki/Tentacruel_(Pok%C3%A9mon)
828,tentacruel,3,70,65,80,80,120,100,water,poison,https://bulbapedia.bulbagarden.net/wiki/Tentacruel_(Pok%C3%A9mon)
829,tentacruel,4,70,65,80,80,120,100,water,poison,https://bulbapedia.bulbagarden.net/wiki/Tentacruel_(Pok%C3%A9mon)
830,tentacruel,5,70,65,80,80,120,100,water,poison,https://bulbapedia.bulbagarden.net/wiki/Tentacruel_(Pok%C3%A9mon)
831,tentacruel,6,70,65,80,80,120,100,water,poison,https://bulbapedia.bulbagarden.net/wiki/Tentacruel_(Pok%C3%A9mon)
832,tentacruel,7,70,65,80,80,120,100,water,poison,https://bulbapedia.bulbagarden.net/wiki/Tentacruel_(Pok%C3%A9mon)
833,geodude,2,80,100,40,30,30,20,rock,ground,https://bulbapedia.bulbagarden.net/wiki/Geodude_(Pok%C3%A9mon)
834,geodude,3,80,100,40,30,30,20,rock,ground,https://bulbapedia.bulbagarden.net/wiki/Geodude_(Pok%C3%A9mon)
835,geodude,4,80,100,40,30,30,20,rock,ground,https://bulbapedia.bulbagarden.net/wiki/Geodude_(Pok%C3%A9mon)
836,geodude,5,80,100,40,30,30,20,rock,ground,https://bulbapedia.bulbagarden.net/wiki/Geodude_(Pok%C3%A9mon)
837,geodude,6,80,100,40,30,30,20,rock,ground,https://bulbapedia.bulbagarden.net/wiki/Geodude_(Pok%C3%A9mon)
838,geodude,7,80,100,40,30,30,20,rock,ground,https://bulbapedia.bulbagarden.net/wiki/Geodude_(Pok%C3%A9mon)
839,geodude (alolan geodude),2,80,100,40,30,30,20,rock,ground,https://bulbapedia.bulbagarden.net/wiki/Geodude_(Pok%C3%A9mon)
840,geodude (alolan geodude),3,80,100,40,30,30,20,rock,ground,https://bulbapedia.bulbagarden.net/wiki/Geodude_(Pok%C3%A9mon)
841,geodude (alolan geodude),4,80,100,40,30,30,20,rock,ground,https://bulbapedia.bulbagarden.net/wiki/Geodude_(Pok%C3%A9mon)
842,geodude (alolan geodude),5,80,100,40,30,30,20,rock,ground,https://bulbapedia.bulbagarden.net/wiki/Geodude_(Pok%C3%A9mon)
843,geodude (alolan geodude),6,80,100,40,30,30,20,rock,ground,https://bulbapedia.bulbagarden.net/wiki/Geodude_(Pok%C3%A9mon)
844,geodude (alolan geodude),7,80,100,40,30,30,20,rock,ground,https://bulbapedia.bulbagarden.net/wiki/Geodude_(Pok%C3%A9mon)
845,graveler,2,95,115,55,45,45,35,rock,ground,https://bulbapedia.bulbagarden.net/wiki/Graveler_(Pok%C3%A9mon)
846,graveler,3,95,115,55,45,45,35,rock,ground,https://bulbapedia.bulbagarden.net/wiki/Graveler_(Pok%C3%A9mon)
847,graveler,4,95,115,55,45,45,35,rock,ground,https://bulbapedia.bulbagarden.net/wiki/Graveler_(Pok%C3%A9mon)
848,graveler,5,95,115,55,45,45,35,rock,ground,https://bulbapedia.bulbagarden.net/wiki/Graveler_(Pok%C3%A9mon)
849,graveler,6,95,115,55,45,45,35,rock,ground,https://bulbapedia.bulbagarden.net/wiki/Graveler_(Pok%C3%A9mon)
850,graveler,7,95,115,55,45,45,35,rock,ground,https://bulbapedia.bulbagarden.net/wiki/Graveler_(Pok%C3%A9mon)
851,graveler (alolan graveler),2,95,115,55,45,45,35,rock,ground,https://bulbapedia.bulbagarden.net/wiki/Graveler_(Pok%C3%A9mon)
852,graveler (alolan graveler),3,95,115,55,45,45,35,rock,ground,https://bulbapedia.bulbagarden.net/wiki/Graveler_(Pok%C3%A9mon)
853,graveler (alolan graveler),4,95,115,55,45,45,35,rock,ground,https://bulbapedia.bulbagarden.net/wiki/Graveler_(Pok%C3%A9mon)
854,graveler (alolan graveler),5,95,115,55,45,45,35,rock,ground,https://bulbapedia.bulbagarden.net/wiki/Graveler_(Pok%C3%A9mon)
855,graveler (alolan graveler),6,95,115,55,45,45,35,rock,ground,https://bulbapedia.bulbagarden.net/wiki/Graveler_(Pok%C3%A9mon)
856,graveler (alolan graveler),7,95,115,55,45,45,35,rock,ground,https://bulbapedia.bulbagarden.net/wiki/Graveler_(Pok%C3%A9mon)
857,golem,2,120,130,80,55,65,45,rock,ground,https://bulbapedia.bulbagarden.net/wiki/Golem_(Pok%C3%A9mon)
858,golem,3,120,130,80,55,65,45,rock,ground,https://bulbapedia.bulbagarden.net/wiki/Golem_(Pok%C3%A9mon)
859,golem,4,120,130,80,55,65,45,rock,ground,https://bulbapedia.bulbagarden.net/wiki/Golem_(Pok%C3%A9mon)
860,golem,5,120,130,80,55,65,45,rock,ground,https://bulbapedia.bulbagarden.net/wiki/Golem_(Pok%C3%A9mon)
861,golem,6,120,130,80,55,65,45,rock,ground,https://bulbapedia.bulbagarden.net/wiki/Golem_(Pok%C3%A9mon)
862,golem,7,120,130,80,55,65,45,rock,ground,https://bulbapedia.bulbagarden.net/wiki/Golem_(Pok%C3%A9mon)
863,golem (alolan golem),2,120,130,80,55,65,45,rock,ground,https://bulbapedia.bulbagarden.net/wiki/Golem_(Pok%C3%A9mon)
864,golem (alolan golem),3,120,130,80,55,65,45,rock,ground,https://bulbapedia.bulbagarden.net/wiki/Golem_(Pok%C3%A9mon)
865,golem (alolan golem),4,120,130,80,55,65,45,rock,ground,https://bulbapedia.bulbagarden.net/wiki/Golem_(Pok%C3%A9mon)
866,golem (alolan golem),5,120,130,80,55,65,45,rock,ground,https://bulbapedia.bulbagarden.net/wiki/Golem_(Pok%C3%A9mon)
867,golem (alolan golem),6,120,130,80,55,65,45,rock,ground,https://bulbapedia.bulbagarden.net/wiki/Golem_(Pok%C3%A9mon)
868,golem (alolan golem),7,120,130,80,55,65,45,rock,ground,https://bulbapedia.bulbagarden.net/wiki/Golem_(Pok%C3%A9mon)
869,ponyta,2,85,55,50,65,65,90,fire,null,https://bulbapedia.bulbagarden.net/wiki/Ponyta_(Pok%C3%A9mon)
870,ponyta,3,85,55,50,65,65,90,fire,null,https://bulbapedia.bulbagarden.net/wiki/Ponyta_(Pok%C3%A9mon)
871,ponyta,4,85,55,50,65,65,90,fire,null,https://bulbapedia.bulbagarden.net/wiki/Ponyta_(Pok%C3%A9mon)
872,ponyta,5,85,55,50,65,65,90,fire,null,https://bulbapedia.bulbagarden.net/wiki/Ponyta_(Pok%C3%A9mon)
873,ponyta,6,85,55,50,65,65,90,fire,null,https://bulbapedia.bulbagarden.net/wiki/Ponyta_(Pok%C3%A9mon)
874,ponyta,7,85,55,50,65,65,90,fire,null,https://bulbapedia.bulbagarden.net/wiki/Ponyta_(Pok%C3%A9mon)
875,rapidash,2,100,70,65,80,80,105,fire,null,https://bulbapedia.bulbagarden.net/wiki/Rapidash_(Pok%C3%A9mon)
876,rapidash,3,100,70,65,80,80,105,fire,null,https://bulbapedia.bulbagarden.net/wiki/Rapidash_(Pok%C3%A9mon)
877,rapidash,4,100,70,65,80,80,105,fire,null,https://bulbapedia.bulbagarden.net/wiki/Rapidash_(Pok%C3%A9mon)
878,rapidash,5,100,70,65,80,80,105,fire,null,https://bulbapedia.bulbagarden.net/wiki/Rapidash_(Pok%C3%A9mon)
879,rapidash,6,100,70,65,80,80,105,fire,null,https://bulbapedia.bulbagarden.net/wiki/Rapidash_(Pok%C3%A9mon)
880,rapidash,7,100,70,65,80,80,105,fire,null,https://bulbapedia.bulbagarden.net/wiki/Rapidash_(Pok%C3%A9mon)
881,slowpoke,2,65,65,90,40,40,15,water,psychic,https://bulbapedia.bulbagarden.net/wiki/Slowpoke_(Pok%C3%A9mon)
882,slowpoke,3,65,65,90,40,40,15,water,psychic,https://bulbapedia.bulbagarden.net/wiki/Slowpoke_(Pok%C3%A9mon)
883,slowpoke,4,65,65,90,40,40,15,water,psychic,https://bulbapedia.bulbagarden.net/wiki/Slowpoke_(Pok%C3%A9mon)
884,slowpoke,5,65,65,90,40,40,15,water,psychic,https://bulbapedia.bulbagarden.net/wiki/Slowpoke_(Pok%C3%A9mon)
885,slowpoke,6,65,65,90,40,40,15,water,psychic,https://bulbapedia.bulbagarden.net/wiki/Slowpoke_(Pok%C3%A9mon)
886,slowpoke,7,65,65,90,40,40,15,water,psychic,https://bulbapedia.bulbagarden.net/wiki/Slowpoke_(Pok%C3%A9mon)
887,slowbro,2,75,110,95,100,80,30,water,psychic,https://bulbapedia.bulbagarden.net/wiki/Slowbro_(Pok%C3%A9mon)
888,slowbro,3,75,110,95,100,80,30,water,psychic,https://bulbapedia.bulbagarden.net/wiki/Slowbro_(Pok%C3%A9mon)
889,slowbro,4,75,110,95,100,80,30,water,psychic,https://bulbapedia.bulbagarden.net/wiki/Slowbro_(Pok%C3%A9mon)
890,slowbro,5,75,110,95,100,80,30,water,psychic,https://bulbapedia.bulbagarden.net/wiki/Slowbro_(Pok%C3%A9mon)
891,slowbro,6,75,110,95,100,80,30,water,psychic,https://bulbapedia.bulbagarden.net/wiki/Slowbro_(Pok%C3%A9mon)
892,slowbro,7,75,110,95,100,80,30,water,psychic,https://bulbapedia.bulbagarden.net/wiki/Slowbro_(Pok%C3%A9mon)
893,slowbro (mega slowbro),2,75,180,95,130,80,30,water,psychic,https://bulbapedia.bulbagarden.net/wiki/Slowbro_(Pok%C3%A9mon)
894,slowbro (mega slowbro),3,75,180,95,130,80,30,water,psychic,https://bulbapedia.bulbagarden.net/wiki/Slowbro_(Pok%C3%A9mon)
895,slowbro (mega slowbro),4,75,180,95,130,80,30,water,psychic,https://bulbapedia.bulbagarden.net/wiki/Slowbro_(Pok%C3%A9mon)
896,slowbro (mega slowbro),5,75,180,95,130,80,30,water,psychic,https://bulbapedia.bulbagarden.net/wiki/Slowbro_(Pok%C3%A9mon)
897,slowbro (mega slowbro),6,75,180,95,130,80,30,water,psychic,https://bulbapedia.bulbagarden.net/wiki/Slowbro_(Pok%C3%A9mon)
898,slowbro (mega slowbro),7,75,180,95,130,80,30,water,psychic,https://bulbapedia.bulbagarden.net/wiki/Slowbro_(Pok%C3%A9mon)
899,magnemite,2,35,70,25,95,55,45,electric,steel,https://bulbapedia.bulbagarden.net/wiki/Magnemite_(Pok%C3%A9mon)
900,magnemite,3,35,70,25,95,55,45,electric,steel,https://bulbapedia.bulbagarden.net/wiki/Magnemite_(Pok%C3%A9mon)
901,magnemite,4,35,70,25,95,55,45,electric,steel,https://bulbapedia.bulbagarden.net/wiki/Magnemite_(Pok%C3%A9mon)
902,magnemite,5,35,70,25,95,55,45,electric,steel,https://bulbapedia.bulbagarden.net/wiki/Magnemite_(Pok%C3%A9mon)
903,magnemite,6,35,70,25,95,55,45,electric,steel,https://bulbapedia.bulbagarden.net/wiki/Magnemite_(Pok%C3%A9mon)
904,magnemite,7,35,70,25,95,55,45,electric,steel,https://bulbapedia.bulbagarden.net/wiki/Magnemite_(Pok%C3%A9mon)
905,magneton,2,60,95,50,120,70,70,electric,steel,https://bulbapedia.bulbagarden.net/wiki/Magneton_(Pok%C3%A9mon)
906,magneton,3,60,95,50,120,70,70,electric,steel,https://bulbapedia.bulbagarden.net/wiki/Magneton_(Pok%C3%A9mon)
907,magneton,4,60,95,50,120,70,70,electric,steel,https://bulbapedia.bulbagarden.net/wiki/Magneton_(Pok%C3%A9mon)
908,magneton,5,60,95,50,120,70,70,electric,steel,https://bulbapedia.bulbagarden.net/wiki/Magneton_(Pok%C3%A9mon)
909,magneton,6,60,95,50,120,70,70,electric,steel,https://bulbapedia.bulbagarden.net/wiki/Magneton_(Pok%C3%A9mon)
910,magneton,7,60,95,50,120,70,70,electric,steel,https://bulbapedia.bulbagarden.net/wiki/Magneton_(Pok%C3%A9mon)
911,farfetch'd,2,90,55,52,58,62,60,normal,flying,https://bulbapedia.bulbagarden.net/wiki/Farfetch%27d_(Pok%C3%A9mon)
912,farfetch'd,3,90,55,52,58,62,60,normal,flying,https://bulbapedia.bulbagarden.net/wiki/Farfetch%27d_(Pok%C3%A9mon)
913,farfetch'd,4,90,55,52,58,62,60,normal,flying,https://bulbapedia.bulbagarden.net/wiki/Farfetch%27d_(Pok%C3%A9mon)
914,farfetch'd,5,90,55,52,58,62,60,normal,flying,https://bulbapedia.bulbagarden.net/wiki/Farfetch%27d_(Pok%C3%A9mon)
915,farfetch'd,6,90,55,52,58,62,60,normal,flying,https://bulbapedia.bulbagarden.net/wiki/Farfetch%27d_(Pok%C3%A9mon)
916,farfetch'd,7,90,55,52,58,62,60,normal,flying,https://bulbapedia.bulbagarden.net/wiki/Farfetch%27d_(Pok%C3%A9mon)
917,doduo,2,85,45,35,35,35,75,normal,flying,https://bulbapedia.bulbagarden.net/wiki/Doduo_(Pok%C3%A9mon)
918,doduo,3,85,45,35,35,35,75,normal,flying,https://bulbapedia.bulbagarden.net/wiki/Doduo_(Pok%C3%A9mon)
919,doduo,4,85,45,35,35,35,75,normal,flying,https://bulbapedia.bulbagarden.net/wiki/Doduo_(Pok%C3%A9mon)
920,doduo,5,85,45,35,35,35,75,normal,flying,https://bulbapedia.bulbagarden.net/wiki/Doduo_(Pok%C3%A9mon)
921,doduo,6,85,45,35,35,35,75,normal,flying,https://bulbapedia.bulbagarden.net/wiki/Doduo_(Pok%C3%A9mon)
922,doduo,7,85,45,35,35,35,75,normal,flying,https://bulbapedia.bulbagarden.net/wiki/Doduo_(Pok%C3%A9mon)
923,dodrio,2,110,70,60,60,60,110,normal,flying,https://bulbapedia.bulbagarden.net/wiki/Dodrio_(Pok%C3%A9mon)
924,dodrio,3,110,70,60,60,60,110,normal,flying,https://bulbapedia.bulbagarden.net/wiki/Dodrio_(Pok%C3%A9mon)
925,dodrio,4,110,70,60,60,60,110,normal,flying,https://bulbapedia.bulbagarden.net/wiki/Dodrio_(Pok%C3%A9mon)
926,dodrio,5,110,70,60,60,60,110,normal,flying,https://bulbapedia.bulbagarden.net/wiki/Dodrio_(Pok%C3%A9mon)
927,dodrio,6,110,70,60,60,60,110,normal,flying,https://bulbapedia.bulbagarden.net/wiki/Dodrio_(Pok%C3%A9mon)
928,dodrio,7,110,70,60,60,60,110,normal,flying,https://bulbapedia.bulbagarden.net/wiki/Dodrio_(Pok%C3%A9mon)
929,seel,2,45,55,65,45,70,45,water,null,https://bulbapedia.bulbagarden.net/wiki/Seel_(Pok%C3%A9mon)
930,seel,3,45,55,65,45,70,45,water,null,https://bulbapedia.bulbagarden.net/wiki/Seel_(Pok%C3%A9mon)
931,seel,4,45,55,65,45,70,45,water,null,https://bulbapedia.bulbagarden.net/wiki/Seel_(Pok%C3%A9mon)
932,seel,5,45,55,65,45,70,45,water,null,https://bulbapedia.bulbagarden.net/wiki/Seel_(Pok%C3%A9mon)
933,seel,6,45,55,65,45,70,45,water,null,https://bulbapedia.bulbagarden.net/wiki/Seel_(Pok%C3%A9mon)
934,seel,7,45,55,65,45,70,45,water,null,https://bulbapedia.bulbagarden.net/wiki/Seel_(Pok%C3%A9mon)
935,dewgong,2,70,80,90,70,95,70,water,ice,https://bulbapedia.bulbagarden.net/wiki/Dewgong_(Pok%C3%A9mon)
936,dewgong,3,70,80,90,70,95,70,water,ice,https://bulbapedia.bulbagarden.net/wiki/Dewgong_(Pok%C3%A9mon)
937,dewgong,4,70,80,90,70,95,70,water,ice,https://bulbapedia.bulbagarden.net/wiki/Dewgong_(Pok%C3%A9mon)
938,dewgong,5,70,80,90,70,95,70,water,ice,https://bulbapedia.bulbagarden.net/wiki/Dewgong_(Pok%C3%A9mon)
939,dewgong,6,70,80,90,70,95,70,water,ice,https://bulbapedia.bulbagarden.net/wiki/Dewgong_(Pok%C3%A9mon)
940,dewgong,7,70,80,90,70,95,70,water,ice,https://bulbapedia.bulbagarden.net/wiki/Dewgong_(Pok%C3%A9mon)
941,grimer,2,80,50,80,40,50,25,poison,null,https://bulbapedia.bulbagarden.net/wiki/Grimer_(Pok%C3%A9mon)
942,grimer,3,80,50,80,40,50,25,poison,null,https://bulbapedia.bulbagarden.net/wiki/Grimer_(Pok%C3%A9mon)
943,grimer,4,80,50,80,40,50,25,poison,null,https://bulbapedia.bulbagarden.net/wiki/Grimer_(Pok%C3%A9mon)
944,grimer,5,80,50,80,40,50,25,poison,null,https://bulbapedia.bulbagarden.net/wiki/Grimer_(Pok%C3%A9mon)
945,grimer,6,80,50,80,40,50,25,poison,null,https://bulbapedia.bulbagarden.net/wiki/Grimer_(Pok%C3%A9mon)
946,grimer,7,80,50,80,40,50,25,poison,null,https://bulbapedia.bulbagarden.net/wiki/Grimer_(Pok%C3%A9mon)
947,grimer (alolan grimer),2,80,50,80,40,50,25,poison,null,https://bulbapedia.bulbagarden.net/wiki/Grimer_(Pok%C3%A9mon)
948,grimer (alolan grimer),3,80,50,80,40,50,25,poison,null,https://bulbapedia.bulbagarden.net/wiki/Grimer_(Pok%C3%A9mon)
949,grimer (alolan grimer),4,80,50,80,40,50,25,poison,null,https://bulbapedia.bulbagarden.net/wiki/Grimer_(Pok%C3%A9mon)
950,grimer (alolan grimer),5,80,50,80,40,50,25,poison,null,https://bulbapedia.bulbagarden.net/wiki/Grimer_(Pok%C3%A9mon)
951,grimer (alolan grimer),6,80,50,80,40,50,25,poison,null,https://bulbapedia.bulbagarden.net/wiki/Grimer_(Pok%C3%A9mon)
952,grimer (alolan grimer),7,80,50,80,40,50,25,poison,null,https://bulbapedia.bulbagarden.net/wiki/Grimer_(Pok%C3%A9mon)
953,muk,2,105,75,105,65,100,50,poison,null,https://bulbapedia.bulbagarden.net/wiki/Muk_(Pok%C3%A9mon)
954,muk,3,105,75,105,65,100,50,poison,null,https://bulbapedia.bulbagarden.net/wiki/Muk_(Pok%C3%A9mon)
955,muk,4,105,75,105,65,100,50,poison,null,https://bulbapedia.bulbagarden.net/wiki/Muk_(Pok%C3%A9mon)
956,muk,5,105,75,105,65,100,50,poison,null,https://bulbapedia.bulbagarden.net/wiki/Muk_(Pok%C3%A9mon)
957,muk,6,105,75,105,65,100,50,poison,null,https://bulbapedia.bulbagarden.net/wiki/Muk_(Pok%C3%A9mon)
958,muk,7,105,75,105,65,100,50,poison,null,https://bulbapedia.bulbagarden.net/wiki/Muk_(Pok%C3%A9mon)
959,muk (alolan muk),2,105,75,105,65,100,50,poison,null,https://bulbapedia.bulbagarden.net/wiki/Muk_(Pok%C3%A9mon)
960,muk (alolan muk),3,105,75,105,65,100,50,poison,null,https://bulbapedia.bulbagarden.net/wiki/Muk_(Pok%C3%A9mon)
961,muk (alolan muk),4,105,75,105,65,100,50,poison,null,https://bulbapedia.bulbagarden.net/wiki/Muk_(Pok%C3%A9mon)
962,muk (alolan muk),5,105,75,105,65,100,50,poison,null,https://bulbapedia.bulbagarden.net/wiki/Muk_(Pok%C3%A9mon)
963,muk (alolan muk),6,105,75,105,65,100,50,poison,null,https://bulbapedia.bulbagarden.net/wiki/Muk_(Pok%C3%A9mon)
964,muk (alolan muk),7,105,75,105,65,100,50,poison,null,https://bulbapedia.bulbagarden.net/wiki/Muk_(Pok%C3%A9mon)
965,shellder,2,65,100,30,45,25,40,water,null,https://bulbapedia.bulbagarden.net/wiki/Shellder_(Pok%C3%A9mon)
966,shellder,3,65,100,30,45,25,40,water,null,https://bulbapedia.bulbagarden.net/wiki/Shellder_(Pok%C3%A9mon)
967,shellder,4,65,100,30,45,25,40,water,null,https://bulbapedia.bulbagarden.net/wiki/Shellder_(Pok%C3%A9mon)
968,shellder,5,65,100,30,45,25,40,water,null,https://bulbapedia.bulbagarden.net/wiki/Shellder_(Pok%C3%A9mon)
969,shellder,6,65,100,30,45,25,40,water,null,https://bulbapedia.bulbagarden.net/wiki/Shellder_(Pok%C3%A9mon)
970,shellder,7,65,100,30,45,25,40,water,null,https://bulbapedia.bulbagarden.net/wiki/Shellder_(Pok%C3%A9mon)
971,cloyster,2,95,180,50,85,45,70,water,ice,https://bulbapedia.bulbagarden.net/wiki/Cloyster_(Pok%C3%A9mon)
972,cloyster,3,95,180,50,85,45,70,water,ice,https://bulbapedia.bulbagarden.net/wiki/Cloyster_(Pok%C3%A9mon)
973,cloyster,4,95,180,50,85,45,70,water,ice,https://bulbapedia.bulbagarden.net/wiki/Cloyster_(Pok%C3%A9mon)
974,cloyster,5,95,180,50,85,45,70,water,ice,https://bulbapedia.bulbagarden.net/wiki/Cloyster_(Pok%C3%A9mon)
975,cloyster,6,95,180,50,85,45,70,water,ice,https://bulbapedia.bulbagarden.net/wiki/Cloyster_(Pok%C3%A9mon)
976,cloyster,7,95,180,50,85,45,70,water,ice,https://bulbapedia.bulbagarden.net/wiki/Cloyster_(Pok%C3%A9mon)
977,gastly,2,35,30,30,100,35,80,ghost,poison,https://bulbapedia.bulbagarden.net/wiki/Gastly_(Pok%C3%A9mon)
978,gastly,3,35,30,30,100,35,80,ghost,poison,https://bulbapedia.bulbagarden.net/wiki/Gastly_(Pok%C3%A9mon)
979,gastly,4,35,30,30,100,35,80,ghost,poison,https://bulbapedia.bulbagarden.net/wiki/Gastly_(Pok%C3%A9mon)
980,gastly,5,35,30,30,100,35,80,ghost,poison,https://bulbapedia.bulbagarden.net/wiki/Gastly_(Pok%C3%A9mon)
981,gastly,6,35,30,30,100,35,80,ghost,poison,https://bulbapedia.bulbagarden.net/wiki/Gastly_(Pok%C3%A9mon)
982,gastly,7,35,30,30,100,35,80,ghost,poison,https://bulbapedia.bulbagarden.net/wiki/Gastly_(Pok%C3%A9mon)
983,haunter,2,50,45,45,115,55,95,ghost,poison,https://bulbapedia.bulbagarden.net/wiki/Haunter_(Pok%C3%A9mon)
984,haunter,3,50,45,45,115,55,95,ghost,poison,https://bulbapedia.bulbagarden.net/wiki/Haunter_(Pok%C3%A9mon)
985,haunter,4,50,45,45,115,55,95,ghost,poison,https://bulbapedia.bulbagarden.net/wiki/Haunter_(Pok%C3%A9mon)
986,haunter,5,50,45,45,115,55,95,ghost,poison,https://bulbapedia.bulbagarden.net/wiki/Haunter_(Pok%C3%A9mon)
987,haunter,6,50,45,45,115,55,95,ghost,poison,https://bulbapedia.bulbagarden.net/wiki/Haunter_(Pok%C3%A9mon)
988,haunter,7,50,45,45,115,55,95,ghost,poison,https://bulbapedia.bulbagarden.net/wiki/Haunter_(Pok%C3%A9mon)
989,gengar,2,65,60,60,130,75,110,ghost,poison,https://bulbapedia.bulbagarden.net/wiki/Gengar_(Pok%C3%A9mon)
990,gengar,3,65,60,60,130,75,110,ghost,poison,https://bulbapedia.bulbagarden.net/wiki/Gengar_(Pok%C3%A9mon)
991,gengar,4,65,60,60,130,75,110,ghost,poison,https://bulbapedia.bulbagarden.net/wiki/Gengar_(Pok%C3%A9mon)
992,gengar,5,65,60,60,130,75,110,ghost,poison,https://bulbapedia.bulbagarden.net/wiki/Gengar_(Pok%C3%A9mon)
993,gengar,6,65,60,60,130,75,110,ghost,poison,https://bulbapedia.bulbagarden.net/wiki/Gengar_(Pok%C3%A9mon)
994,gengar,7,65,60,60,130,75,110,ghost,poison,https://bulbapedia.bulbagarden.net/wiki/Gengar_(Pok%C3%A9mon)
995,gengar (mega gengar),2,65,80,60,170,95,130,ghost,poison,https://bulbapedia.bulbagarden.net/wiki/Gengar_(Pok%C3%A9mon)
996,gengar (mega gengar),3,65,80,60,170,95,130,ghost,poison,https://bulbapedia.bulbagarden.net/wiki/Gengar_(Pok%C3%A9mon)
997,gengar (mega gengar),4,65,80,60,170,95,130,ghost,poison,https://bulbapedia.bulbagarden.net/wiki/Gengar_(Pok%C3%A9mon)
998,gengar (mega gengar),5,65,80,60,170,95,130,ghost,poison,https://bulbapedia.bulbagarden.net/wiki/Gengar_(Pok%C3%A9mon)
999,gengar (mega gengar),6,65,80,60,170,95,130,ghost,poison,https://bulbapedia.bulbagarden.net/wiki/Gengar_(Pok%C3%A9mon)
1000,gengar (mega gengar),7,65,80,60,170,95,130,ghost,poison,https://bulbapedia.bulbagarden.net/wiki/Gengar_(Pok%C3%A9mon)
1001,onix,2,45,160,35,30,45,70,rock,ground,https://bulbapedia.bulbagarden.net/wiki/Onix_(Pok%C3%A9mon)
1002,onix,3,45,160,35,30,45,70,rock,ground,https://bulbapedia.bulbagarden.net/wiki/Onix_(Pok%C3%A9mon)
1003,onix,4,45,160,35,30,45,70,rock,ground,https://bulbapedia.bulbagarden.net/wiki/Onix_(Pok%C3%A9mon)
1004,onix,5,45,160,35,30,45,70,rock,ground,https://bulbapedia.bulbagarden.net/wiki/Onix_(Pok%C3%A9mon)
1005,onix,6,45,160,35,30,45,70,rock,ground,https://bulbapedia.bulbagarden.net/wiki/Onix_(Pok%C3%A9mon)
1006,onix,7,45,160,35,30,45,70,rock,ground,https://bulbapedia.bulbagarden.net/wiki/Onix_(Pok%C3%A9mon)
1007,drowzee,2,48,45,60,43,90,42,psychic,null,https://bulbapedia.bulbagarden.net/wiki/Drowzee_(Pok%C3%A9mon)
1008,drowzee,3,48,45,60,43,90,42,psychic,null,https://bulbapedia.bulbagarden.net/wiki/Drowzee_(Pok%C3%A9mon)
1009,drowzee,4,48,45,60,43,90,42,psychic,null,https://bulbapedia.bulbagarden.net/wiki/Drowzee_(Pok%C3%A9mon)
1010,drowzee,5,48,45,60,43,90,42,psychic,null,https://bulbapedia.bulbagarden.net/wiki/Drowzee_(Pok%C3%A9mon)
1011,drowzee,6,48,45,60,43,90,42,psychic,null,https://bulbapedia.bulbagarden.net/wiki/Drowzee_(Pok%C3%A9mon)
1012,drowzee,7,48,45,60,43,90,42,psychic,null,https://bulbapedia.bulbagarden.net/wiki/Drowzee_(Pok%C3%A9mon)
1013,hypno,2,73,70,85,73,115,67,psychic,null,https://bulbapedia.bulbagarden.net/wiki/Hypno_(Pok%C3%A9mon)
1014,hypno,3,73,70,85,73,115,67,psychic,null,https://bulbapedia.bulbagarden.net/wiki/Hypno_(Pok%C3%A9mon)
1015,hypno,4,73,70,85,73,115,67,psychic,null,https://bulbapedia.bulbagarden.net/wiki/Hypno_(Pok%C3%A9mon)
1016,hypno,5,73,70,85,73,115,67,psychic,null,https://bulbapedia.bulbagarden.net/wiki/Hypno_(Pok%C3%A9mon)
1017,hypno,6,73,70,85,73,115,67,psychic,null,https://bulbapedia.bulbagarden.net/wiki/Hypno_(Pok%C3%A9mon)
1018,hypno,7,73,70,85,73,115,67,psychic,null,https://bulbapedia.bulbagarden.net/wiki/Hypno_(Pok%C3%A9mon)
1019,krabby,2,105,90,30,25,25,50,water,null,https://bulbapedia.bulbagarden.net/wiki/Krabby_(Pok%C3%A9mon)
